pt/y	-0.975	-0.925	-0.875	-0.825	-0.775	-0.725	-0.675	-0.625	-0.575	-0.525	-0.475	-0.425	-0.375	-0.325	-0.275	-0.225	-0.175	-0.125	-0.075	-0.025	0.025	0.075	0.125	0.175	0.225	0.275	0.325	0.375	0.425	0.475	0.525	0.575	0.625	0.675	0.725	0.775	0.825	0.875	0.925	0.975
0	0	0	0	4.88E-06	3.41E-05	0	1.66E-04	2.44E-05	0.001213875	0.003851251	0.010690877	0.022186129	0.032838005	0.037498505	0.03523163	0.02707088	0.019938753	0.016794378	0.013971752	0.014586002	0.014712752	0.014698127	0.016521378	0.022415254	0.02780213	0.034134755	0.03763988	0.033247505	0.023180629	0.011904752	0.003826876	7.17E-04	1.32E-04	1.71E-04	6.83E-05	0	0	0	0	0
0.05	0	0	4.88E-06	0	1.66E-04	5.46E-04	8.58E-04	0.00180375	0.006829876	0.024652879	0.076976263	0.15823765	0.229885535	0.2608223	0.248605538	0.19565328	0.158564275	0.127700645	0.116112768	0.116288268	0.116970768	0.115849518	0.13380902	0.162064525	0.20420403	0.242872538	0.268734425	0.22758941	0.15702865	0.074665513	0.023838754	0.007185751	0.002661751	0.001018875	2.68E-04	6.83E-05	7.80E-05	2.93E-05	0	0
0.1	0	4.88E-06	3.90E-05	8.29E-05	2.63E-04	6.14E-04	0.001428375	0.003865876	0.010344752	0.03540713	0.102180015	0.209161908	0.32116505	0.376101425	0.3683843	0.3188543	0.2712353	0.236223035	0.222904535	0.22131041	0.224386535	0.23069966	0.241492913	0.278650175	0.3279998	0.382643675	0.3852908	0.3244703	0.209400783	0.10420314	0.03575813	0.011661002	0.005411251	0.001794	9.21E-04	2.39E-04	1.51E-04	0	3.90E-05	0
0.15	0	0	0	3.41E-05	3.17E-04	9.60E-04	0.00178425	0.005586751	0.012689627	0.035909255	0.084274138	0.177259903	0.280385675	0.352750175	0.37367855	0.3685598	0.346685675	0.324026675	0.3146033	0.316870175	0.32091155	0.31607555	0.333932675	0.347163425	0.380644925	0.392461925	0.359818925	0.28434905	0.182953903	0.09015339	0.039165755	0.015302627	0.006688501	0.002535001	5.95E-04	4.10E-04	1.22E-04	0	0	0
0.2	3.41E-05	0	4.39E-05	9.75E-05	2.29E-04	8.04E-04	0.0021255	0.006932251	0.015741378	0.03295988	0.07064851	0.128207645	0.210039408	0.27746555	0.340211675	0.355041425	0.370621925	0.37383455	0.386699675	0.380869175	0.388415675	0.383199425	0.383374925	0.384223175	0.3755993	0.3457838	0.300451175	0.22695566	0.142925273	0.076781263	0.03771788	0.018110628	0.007848751	0.00234975	0.00106275	3.32E-04	1.32E-04	4.39E-05	4.88E-05	2.44E-05
0.25	0	1.46E-05	0	5.36E-05	3.85E-04	9.90E-04	0.001974375	0.005937751	0.014347127	0.030712505	0.05963101	0.103301265	0.1641754	0.225946535	0.292563425	0.33951455	0.377115425	0.39542105	0.4172952	0.43331445	0.434060325	0.4216437	0.412620075	0.38563205	0.359809175	0.307139675	0.246582413	0.177586528	0.113256018	0.065095885	0.035616755	0.016716378	0.007585501	0.003451501	7.95E-04	3.95E-04	9.75E-05	3.90E-05	0	0
0.3	6.83E-05	1.46E-05	7.80E-05	3.90E-05	1.51E-04	5.95E-04	0.0020865	0.005845126	0.012338627	0.024555379	0.048087008	0.084410638	0.132097895	0.188165278	0.249039413	0.31139555	0.35464655	0.40162205	0.41790945	0.4441662	0.429838575	0.4256802	0.402621425	0.3717578	0.322417925	0.26588255	0.206085783	0.142164773	0.09142089	0.052162508	0.028167755	0.012694502	0.006030376	0.00203775	9.99E-04	4.00E-04	1.46E-04	0	0	0
0.35	0	0	4.39E-05	6.34E-05	7.31E-05	5.02E-04	0.001652625	0.003227251	0.008896876	0.018851628	0.03740588	0.064481635	0.10615314	0.151827023	0.204208905	0.2648978	0.30856805	0.343984925	0.3776858	0.39780005	0.3999158	0.3820538	0.3579713	0.31564655	0.27442355	0.214495158	0.1558489	0.112627143	0.067416385	0.039263255	0.019475628	0.010413002	0.004875001	0.001886625	7.17E-04	1.85E-04	1.37E-04	2.93E-05	0	0
0.4	0	0	0	3.41E-05	1.61E-04	4.29E-04	0.001116375	0.002569126	0.006435001	0.012796877	0.024706504	0.044094383	0.07362226	0.109214643	0.1576234	0.20317053	0.242979788	0.277899425	0.30989405	0.33114905	0.3250748	0.31714805	0.289648175	0.249156413	0.208966908	0.165038275	0.120159018	0.079423513	0.048876758	0.02750963	0.012792002	0.007283251	0.002934751	0.00116025	4.44E-04	1.41E-04	2.44E-05	9.75E-06	0	0
0.45	0	0	2.44E-05	0	2.49E-04	1.37E-04	7.26E-04	0.00137475	0.003817126	0.007921876	0.017954628	0.030117755	0.052367258	0.074914138	0.10563639	0.140268398	0.176484778	0.199782405	0.23321516	0.234185285	0.243472163	0.22728716	0.20437953	0.179560903	0.146620523	0.109672893	0.081363763	0.055506758	0.034271255	0.018183753	0.009340502	0.003666001	0.001915875	6.14E-04	3.32E-04	7.80E-05	2.93E-05	0	0	0
