pt/y	-0.975	-0.925	-0.875	-0.825	-0.775	-0.725	-0.675	-0.625	-0.575	-0.525	-0.475	-0.425	-0.375	-0.325	-0.275	-0.225	-0.175	-0.125	-0.075	-0.025	0.025	0.075	0.125	0.175	0.225	0.275	0.325	0.375	0.425	0.475	0.525	0.575	0.625	0.675	0.725	0.775	0.825	0.875	0.925	0.975
0	0	0	0	0	0	0	0	0	0	1.27E-04	9.17E-04	0.001818375	0.003841501	0.004879876	0.004675126	0.003344251	0.002471625	0.001438125	0.00184275	0.00172575	0.001404	0.0015405	0.001896375	0.00192075	0.003636751	0.004519126	0.005728126	0.003885376	0.00231075	6.97E-04	8.78E-05	3.90E-05	9.75E-06	0	0	0	0	0	0	0
0.05	0	0	0	0	0	0	0	0	0	9.36E-04	0.005503876	0.016004628	0.02797763	0.036484505	0.033247505	0.02570588	0.018081378	0.014902877	0.012806627	0.012153377	0.011578127	0.013138127	0.014035127	0.020080128	0.026637005	0.036494255	0.037420505	0.032584505	0.018261753	0.006386251	9.85E-04	4.88E-05	0	0	0	0	0	0	0	0
0.1	0	0	0	0	0	0	1.46E-05	8.78E-05	1.56E-04	0.001584375	0.009652502	0.026783255	0.052367258	0.065427385	0.059684635	0.047960258	0.03625538	0.028148255	0.02657363	0.02604713	0.02618363	0.025896005	0.030020255	0.03812738	0.049851758	0.06340426	0.06855226	0.056871758	0.03144863	0.009452627	0.001603875	1.41E-04	0	0	0	0	0	0	0	0
0.15	0	0	0	0	0	0	0	3.41E-05	4.39E-05	0.0022035	0.009213752	0.032184755	0.06430126	0.078546013	0.074514388	0.063633385	0.050612258	0.040911005	0.034983005	0.036426005	0.037605755	0.035646005	0.042768383	0.051879758	0.068147635	0.080769013	0.087564763	0.067289635	0.034251755	0.011032127	0.001798875	1.61E-04	2.93E-05	0	0	0	0	0	0	0
0.2	0	0	0	0	0	0	0	4.88E-05	1.90E-04	0.00125775	0.010018127	0.029903255	0.059323885	0.080695888	0.081641638	0.075752638	0.05857801	0.050880383	0.044830508	0.044055383	0.047428883	0.048974258	0.052849883	0.063955135	0.077005513	0.087121138	0.087399013	0.065788135	0.03408113	0.010159502	0.00195975	2.63E-04	0	0	0	0	0	0	0	0
0.25	0	0	0	0	0	0	0	1.46E-05	3.51E-04	0.00141375	0.008394751	0.024677254	0.049564133	0.075952513	0.078043888	0.073734388	0.06368701	0.062414635	0.055189883	0.054921758	0.055409258	0.056657258	0.060191635	0.064033135	0.078175513	0.084162013	0.079004263	0.058329385	0.029435255	0.007917001	0.001847625	3.66E-04	1.46E-05	0	0	0	0	0	0	0
0.3	0	0	0	0	0	0	0	1.02E-04	2.68E-04	0.001516125	0.006186376	0.018739503	0.042461258	0.057315383	0.07225726	0.071823385	0.066841135	0.063565135	0.062911885	0.062658385	0.063994135	0.062794885	0.068752135	0.070282885	0.076035388	0.077278513	0.06753826	0.048428258	0.022712629	0.007078501	0.001876875	2.88E-04	4.88E-05	0	0	0	0	0	0	0
0.35	0	0	0	0	0	0	4.88E-06	3.90E-05	1.80E-04	0.00100425	0.005606251	0.014863877	0.031541255	0.048540383	0.05842201	0.063321385	0.065456635	0.065515135	0.066850885	0.068157385	0.069834385	0.069892885	0.066675385	0.071628385	0.067465135	0.065671135	0.053868758	0.033276755	0.016068003	0.005226001	7.61E-04	4.34E-04	0	0	0	0	0	0	0	0
0.4	0	0	0	0	0	0	0	0	1.51E-04	9.65E-04	0.003246751	0.011017502	0.020728503	0.037917755	0.052957133	0.06141526	0.06525676	0.06787951	0.06551026	0.07207201	0.069522385	0.069327385	0.06992701	0.066763135	0.063389635	0.056554883	0.03987263	0.02702213	0.012480002	0.004338751	9.95E-04	3.02E-04	9.75E-06	0	0	0	0	0	0	0
0.45	0	0	0	0	0	0	0	3.90E-05	1.76E-04	7.75E-04	0.003280876	0.008272876	0.017569503	0.02979113	0.042202883	0.053303258	0.06022576	0.06622201	0.07047301	0.07129201	0.076225513	0.07086301	0.06835726	0.06589051	0.05741776	0.046736633	0.033832505	0.019061253	0.010846877	0.003490501	0.001662375	2.49E-04	5.85E-05	9.75E-06	0	0	0	0	0	0
0.5	0	0	0	0	0	0	0	3.90E-05	1.90E-04	2.49E-04	0.00234975	0.006576376	0.013328252	0.026754005	0.03408113	0.047204633	0.060211135	0.06425251	0.07067776	0.07260826	0.073924513	0.074738638	0.064130635	0.058397635	0.050397758	0.03938513	0.02692463	0.014868752	0.006786001	0.003081001	0.001204125	2.83E-04	9.75E-06	0	0	0	0	0	0	0
0.55	0	0	0	0	0	0	0	3.90E-05	2.97E-04	7.36E-04	0.001716	0.005523376	0.011022377	0.019007628	0.027504755	0.043085258	0.049339883	0.06222451	0.066558385	0.071755135	0.06899101	0.070897135	0.06023551	0.052308758	0.044879258	0.03175088	0.022717504	0.012933377	0.005167501	0.00217425	9.21E-04	2.39E-04	1.46E-05	0	0	0	0	0	0	0
0.6	0	0	0	0	0	0	0	5.36E-05	5.36E-05	2.44E-04	0.00166725	0.002959126	0.009179627	0.016989378	0.02629088	0.03490013	0.044289383	0.053932133	0.059655385	0.063916135	0.064042885	0.06074251	0.057120383	0.047180258	0.038268755	0.02683688	0.016297128	0.010320377	0.003753751	0.001833	4.83E-04	1.41E-04	0	0	0	0	0	0	0	0
0.65	0	0	0	0	0	0	0	2.93E-05	2.44E-05	3.22E-04	0.001248	0.002910376	0.006220501	0.013464752	0.020011878	0.027865505	0.037508255	0.047721383	0.053761508	0.057291008	0.054556133	0.054083258	0.048769508	0.043265633	0.034066505	0.021776628	0.013557377	0.006810376	0.003012751	0.00172575	3.61E-04	1.51E-04	0	0	0	0	0	0	0	0
0.7	0	0	0	0	0	0	6.34E-05	0	1.95E-05	2.15E-04	7.31E-04	0.002432625	0.005240626	0.008901751	0.016545753	0.023853379	0.03047363	0.03607013	0.042188258	0.048613508	0.046034633	0.046341758	0.03940463	0.03267713	0.024730879	0.016287378	0.010525127	0.005435626	0.002700751	0.00108225	4.39E-04	2.44E-05	0	0	0	0	0	0	0	0
0.75	0	0	0	0	0	0	4.88E-06	0	4.88E-05	1.32E-04	7.51E-04	0.0010725	0.003529501	0.006878626	0.010759127	0.019032003	0.026442005	0.03155588	0.03713288	0.03745463	0.03926813	0.038483255	0.03316463	0.02784113	0.019631628	0.012484877	0.006927376	0.003705001	0.001779375	9.46E-04	2.63E-04	8.29E-05	0	0	0	0	0	0	0	0
0.8	0	0	0	0	0	0	0	0	7.80E-05	4.88E-06	4.78E-04	0.001014	0.002549626	0.005484376	0.009096752	0.012972377	0.019295253	0.023356129	0.026900255	0.02971313	0.029679005	0.02753888	0.024331129	0.018617628	0.013011377	0.010047377	0.004826251	0.003217501	0.001014	6.19E-04	1.51E-04	0	0	0	0	0	0	0	0	0
