      pt/y   -0.9500   -0.9000   -0.8500   -0.8000   -0.7500   -0.7000   -0.6500   -0.6000   -0.5500   -0.5000   -0.4500   -0.4000   -0.3500   -0.3000   -0.2500   -0.2000   -0.1500   -0.1000   -0.0500    0.0000    0.0500    0.1000    0.1500    0.2000    0.2500    0.3000    0.3500    0.4000    0.4500    0.5000    0.5500    0.6000    0.6500    0.7000    0.7500    0.8000    0.8500    0.9000    0.9500    1.0000  
    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0001    0.0005    0.0011    0.0021    0.0032    0.0050    0.0038    0.0025    0.0032    0.0030    0.0032    0.0032    0.0028    0.0032    0.0034    0.0037    0.0026    0.0034    0.0026    0.0036    0.0039    0.0044    0.0034    0.0018    0.0007    0.0005    0.0002    0.0001    0.0000    0.0000    0.0000    0.0000    0.0000  
   50.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0001    0.0004    0.0012    0.0038    0.0093    0.0174    0.0267    0.0284    0.0284    0.0263    0.0251    0.0276    0.0255    0.0274    0.0252    0.0254    0.0259    0.0258    0.0244    0.0263    0.0276    0.0289    0.0307    0.0316    0.0239    0.0128    0.0067    0.0020    0.0006    0.0002    0.0001    0.0000    0.0000    0.0000    0.0000  
  100.0000    0.0000    0.0000    0.0000    0.0001    0.0003    0.0002    0.0009    0.0024    0.0075    0.0140    0.0273    0.0425    0.0552    0.0584    0.0566    0.0551    0.0556    0.0525    0.0516    0.0524    0.0510    0.0540    0.0534    0.0536    0.0530    0.0541    0.0590    0.0591    0.0543    0.0377    0.0218    0.0102    0.0045    0.0019    0.0006    0.0003    0.0001    0.0000    0.0000    0.0000  
  150.0000    0.0000    0.0000    0.0000    0.0001    0.0002    0.0004    0.0010    0.0036    0.0078    0.0164    0.0332    0.0507    0.0692    0.0779    0.0808    0.0803    0.0811    0.0807    0.0829    0.0836    0.0786    0.0845    0.0802    0.0824    0.0777    0.0772    0.0789    0.0741    0.0620    0.0403    0.0221    0.0110    0.0052    0.0022    0.0006    0.0003    0.0001    0.0000    0.0000    0.0000  
  200.0000    0.0000    0.0000    0.0000    0.0001    0.0001    0.0003    0.0014    0.0025    0.0074    0.0154    0.0268    0.0460    0.0648    0.0861    0.0927    0.0971    0.1034    0.1011    0.1055    0.1090    0.1032    0.1045    0.0977    0.1009    0.0974    0.0944    0.0841    0.0736    0.0577    0.0346    0.0214    0.0102    0.0040    0.0018    0.0006    0.0003    0.0001    0.0000    0.0000    0.0000  
  250.0000    0.0000    0.0000    0.0000    0.0000    0.0003    0.0003    0.0013    0.0030    0.0057    0.0110    0.0228    0.0380    0.0580    0.0742    0.0943    0.1067    0.1140    0.1170    0.1185    0.1203    0.1208    0.1204    0.1141    0.1124    0.1030    0.0995    0.0844    0.0660    0.0499    0.0304    0.0176    0.0089    0.0038    0.0018    0.0005    0.0005    0.0000    0.0000    0.0000    0.0000  
  300.0000    0.0000    0.0000    0.0000    0.0001    0.0001    0.0006    0.0009    0.0021    0.0044    0.0105    0.0173    0.0315    0.0460    0.0650    0.0810    0.0958    0.1041    0.1137    0.1191    0.1213    0.1266    0.1206    0.1160    0.1075    0.1006    0.0871    0.0735    0.0568    0.0396    0.0258    0.0136    0.0060    0.0030    0.0013    0.0005    0.0002    0.0002    0.0000    0.0000    0.0000  
  350.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0002    0.0007    0.0018    0.0028    0.0067    0.0133    0.0237    0.0358    0.0493    0.0694    0.0779    0.0939    0.1035    0.1087    0.1162    0.1091    0.1118    0.1067    0.0970    0.0895    0.0767    0.0594    0.0433    0.0298    0.0185    0.0105    0.0045    0.0024    0.0010    0.0004    0.0004    0.0000    0.0000    0.0000    0.0000  
  400.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0002    0.0012    0.0024    0.0039    0.0101    0.0154    0.0256    0.0358    0.0487    0.0629    0.0730    0.0887    0.0912    0.0926    0.0982    0.0906    0.0913    0.0787    0.0659    0.0551    0.0426    0.0321    0.0215    0.0126    0.0067    0.0030    0.0018    0.0008    0.0001    0.0001    0.0001    0.0000    0.0000    0.0000  
  450.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0005    0.0004    0.0015    0.0032    0.0053    0.0096    0.0160    0.0260    0.0333    0.0438    0.0507    0.0619    0.0687    0.0723    0.0727    0.0733    0.0639    0.0584    0.0502    0.0398    0.0281    0.0211    0.0128    0.0085    0.0047    0.0024    0.0009    0.0004    0.0003    0.0000    0.0000    0.0000    0.0000    0.0000  
  500.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0001    0.0001    0.0003    0.0011    0.0020    0.0037    0.0058    0.0104    0.0157    0.0230    0.0296    0.0363    0.0404    0.0464    0.0491    0.0519    0.0469    0.0457    0.0417    0.0325    0.0269    0.0195    0.0132    0.0087    0.0045    0.0029    0.0013    0.0004    0.0001    0.0001    0.0000    0.0000    0.0000    0.0000    0.0000  
  550.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0001    0.0001    0.0001    0.0004    0.0009    0.0022    0.0027    0.0059    0.0091    0.0126    0.0171    0.0215    0.0254    0.0301    0.0316    0.0315    0.0294    0.0296    0.0259    0.0203    0.0162    0.0111    0.0072    0.0049    0.0030    0.0014    0.0008    0.0004    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000  
  600.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0002    0.0004    0.0011    0.0015    0.0033    0.0046    0.0072    0.0101    0.0117    0.0158    0.0183    0.0188    0.0200    0.0176    0.0167    0.0151    0.0121    0.0104    0.0058    0.0045    0.0033    0.0016    0.0006    0.0003    0.0001    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000  
  650.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0001    0.0001    0.0005    0.0010    0.0016    0.0028    0.0041    0.0068    0.0068    0.0086    0.0106    0.0113    0.0107    0.0104    0.0095    0.0084    0.0071    0.0045    0.0033    0.0021    0.0017    0.0007    0.0001    0.0001    0.0001    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000  
  700.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0001    0.0001    0.0002    0.0005    0.0011    0.0012    0.0017    0.0027    0.0041    0.0052    0.0059    0.0065    0.0066    0.0053    0.0059    0.0041    0.0033    0.0023    0.0022    0.0009    0.0003    0.0004    0.0003    0.0001    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000  
  750.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0001    0.0004    0.0005    0.0009    0.0017    0.0017    0.0027    0.0025    0.0031    0.0036    0.0028    0.0017    0.0026    0.0027    0.0013    0.0008    0.0004    0.0001    0.0003    0.0001    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000  
  800.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0001    0.0003    0.0003    0.0006    0.0008    0.0012    0.0015    0.0019    0.0017    0.0014    0.0014    0.0010    0.0010    0.0006    0.0003    0.0002    0.0001    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000  
  850.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0002    0.0003    0.0001    0.0004    0.0004    0.0008    0.0007    0.0007    0.0008    0.0003    0.0007    0.0005    0.0004    0.0002    0.0001    0.0000    0.0001    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000  
  900.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0001    0.0001    0.0002    0.0003    0.0003    0.0004    0.0004    0.0003    0.0003    0.0002    0.0003    0.0001    0.0001    0.0001    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000  
  950.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0001    0.0003    0.0001    0.0000    0.0001    0.0001    0.0002    0.0000    0.0000    0.0001    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000  
 1000.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0001    0.0002    0.0000    0.0000    0.0000    0.0001    0.0000    0.0001    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000  
 1050.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000  
 1100.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000  
 1150.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000  
 1200.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000  
 1250.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000  
 1300.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000  
