      pt/y   -0.9500   -0.9000   -0.8500   -0.8000   -0.7500   -0.7000   -0.6500   -0.6000   -0.5500   -0.5000   -0.4500   -0.4000   -0.3500   -0.3000   -0.2500   -0.2000   -0.1500   -0.1000   -0.0500    0.0000    0.0500    0.1000    0.1500    0.2000    0.2500    0.3000    0.3500    0.4000    0.4500    0.5000    0.5500    0.6000    0.6500    0.7000    0.7500    0.8000    0.8500    0.9000    0.9500    1.0000  
    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0001    0.0000    0.0001    0.0001    0.0001    0.0001    0.0001    0.0002    0.0002    0.0000    0.0000    0.0001    0.0002    0.0002    0.0000    0.0001    0.0003    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000  
   50.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0002    0.0004    0.0010    0.0008    0.0009    0.0008    0.0007    0.0010    0.0012    0.0010    0.0010    0.0012    0.0009    0.0008    0.0009    0.0005    0.0011    0.0012    0.0008    0.0002    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000  
  100.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0001    0.0005    0.0010    0.0020    0.0021    0.0017    0.0019    0.0019    0.0012    0.0019    0.0024    0.0017    0.0015    0.0020    0.0019    0.0023    0.0017    0.0024    0.0020    0.0012    0.0002    0.0001    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000  
  150.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0006    0.0012    0.0029    0.0029    0.0031    0.0028    0.0030    0.0036    0.0029    0.0035    0.0028    0.0023    0.0031    0.0031    0.0024    0.0029    0.0023    0.0028    0.0021    0.0006    0.0004    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000  
  200.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0004    0.0015    0.0034    0.0046    0.0049    0.0032    0.0037    0.0040    0.0044    0.0034    0.0034    0.0041    0.0032    0.0039    0.0041    0.0039    0.0040    0.0032    0.0018    0.0012    0.0002    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000  
  250.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0001    0.0004    0.0016    0.0032    0.0037    0.0046    0.0041    0.0046    0.0049    0.0054    0.0047    0.0042    0.0050    0.0042    0.0050    0.0043    0.0042    0.0043    0.0041    0.0024    0.0010    0.0002    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000  
  300.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0005    0.0016    0.0039    0.0050    0.0050    0.0055    0.0056    0.0055    0.0057    0.0058    0.0063    0.0055    0.0055    0.0055    0.0044    0.0055    0.0046    0.0035    0.0018    0.0008    0.0003    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000  
  350.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0001    0.0003    0.0018    0.0038    0.0048    0.0056    0.0057    0.0058    0.0055    0.0061    0.0063    0.0065    0.0068    0.0060    0.0064    0.0055    0.0058    0.0051    0.0048    0.0021    0.0007    0.0001    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000  
  400.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0004    0.0014    0.0030    0.0036    0.0061    0.0057    0.0057    0.0073    0.0065    0.0073    0.0068    0.0069    0.0066    0.0067    0.0058    0.0051    0.0048    0.0036    0.0012    0.0007    0.0001    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000  
  450.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0001    0.0004    0.0012    0.0024    0.0055    0.0059    0.0069    0.0068    0.0066    0.0071    0.0075    0.0076    0.0084    0.0073    0.0062    0.0065    0.0049    0.0049    0.0028    0.0020    0.0006    0.0002    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000  
  500.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0001    0.0007    0.0023    0.0042    0.0056    0.0070    0.0079    0.0073    0.0083    0.0081    0.0073    0.0071    0.0080    0.0070    0.0064    0.0069    0.0041    0.0035    0.0017    0.0006    0.0001    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000  
  550.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0003    0.0011    0.0024    0.0031    0.0061    0.0063    0.0077    0.0075    0.0080    0.0088    0.0076    0.0079    0.0074    0.0069    0.0058    0.0055    0.0040    0.0028    0.0011    0.0003    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000  
