#rapidity: -0.975 -0.925 -0.875 -0.825 -0.775 -0.725 -0.675 -0.625 -0.575 -0.525 -0.475 -0.425 -0.375 -0.325 -0.275 -0.225 -0.175 -0.125 -0.075 -0.025  0.025  0.075  0.125  0.175  0.225  0.275  0.325  0.375  0.425  0.475  0.525  0.575  0.625  0.675  0.725  0.775  0.825  0.875  0.925  0.975
   25.00  0.00000  0.00000  0.00000  0.00000  0.00000  0.00000  0.00000  0.00000  0.00000  0.00000  0.00038  0.00038  0.00038  0.00038  0.00115  0.00115  0.00115  0.00077  0.00768  0.00211  0.01191  0.00204  0.02690  0.00405  0.02690  0.00297  0.02651  0.00340  0.02690  0.00497  0.02152  0.00071  0.01691  0.00357  0.01998  0.00466  0.01806  0.00575  0.01422  0.00131  0.01383  0.00221  0.02229  0.00496  0.02805  0.00309  0.02037  0.00179  0.03151  0.00330  0.02690  0.00182  0.02997  0.00450  0.02075  0.00282  0.01998  0.00398  0.00692  0.00098  0.00307  0.00077  0.00154  0.00038  0.00231  0.00072  0.00077  0.00047  0.00038  0.00038  0.00000  0.00000  0.00000  0.00000  0.00000  0.00000  0.00000  0.00000  0.00000  0.00000
   75.00  0.00000  0.00000  0.00000  0.00000  0.00000  0.00000  0.00000  0.00000  0.00115  0.00047  0.00038  0.00038  0.00115  0.00047  0.00384  0.00202  0.00538  0.00154  0.01037  0.00301  0.03573  0.00338  0.04995  0.00494  0.06955  0.00453  0.06955  0.00581  0.06417  0.00901  0.05956  0.00348  0.05917  0.00448  0.04957  0.00460  0.03766  0.00375  0.04573  0.00347  0.04765  0.00478  0.05226  0.00460  0.05802  0.00340  0.06609  0.00443  0.06686  0.00358  0.07109  0.00584  0.05456  0.00454  0.05495  0.00169  0.03766  0.00268  0.02344  0.00240  0.00961  0.00374  0.00538  0.00221  0.00231  0.00039  0.00077  0.00047  0.00077  0.00047  0.00000  0.00000  0.00000  0.00000  0.00000  0.00000  0.00000  0.00000  0.00000  0.00000
  125.00  0.00000  0.00000  0.00000  0.00000  0.00000  0.00000  0.00077  0.00047  0.00000  0.00000  0.00115  0.00077  0.00000  0.00000  0.00269  0.00130  0.00845  0.00131  0.01998  0.00255  0.03650  0.00298  0.05264  0.01080  0.08338  0.00574  0.08261  0.00841  0.08838  0.00682  0.08069  0.01225  0.08338  0.00390  0.06955  0.00771  0.06263  0.00710  0.07109  0.00422  0.06916  0.00542  0.07070  0.00469  0.07454  0.00714  0.09452  0.00479  0.09145  0.00244  0.09990  0.00712  0.08915  0.00690  0.07147  0.00475  0.04150  0.00174  0.02613  0.00277  0.01652  0.00223  0.00500  0.00131  0.00154  0.00072  0.00077  0.00077  0.00000  0.00000  0.00000  0.00000  0.00000  0.00000  0.00000  0.00000  0.00000  0.00000  0.00000  0.00000
  175.00  0.00000  0.00000  0.00000  0.00000  0.00038  0.00038  0.00000  0.00000  0.00000  0.00000  0.00038  0.00038  0.00115  0.00047  0.00346  0.00186  0.01114  0.00196  0.01614  0.00248  0.02805  0.00490  0.05341  0.00544  0.08146  0.00497  0.08761  0.00680  0.09760  0.00639  0.10836  0.00507  0.10413  0.00719  0.08876  0.00879  0.08953  0.00774  0.08415  0.00776  0.06840  0.00416  0.09183  0.00992  0.09990  0.00531  0.09952  0.00507  0.10644  0.00643  0.10451  0.00637  0.08415  0.00318  0.06340  0.00461  0.03919  0.00482  0.02037  0.00156  0.01345  0.00290  0.00845  0.00216  0.00461  0.00168  0.00115  0.00047  0.00154  0.00072  0.00115  0.00047  0.00000  0.00000  0.00000  0.00000  0.00000  0.00000  0.00000  0.00000
  225.00  0.00000  0.00000  0.00000  0.00000  0.00038  0.00038  0.00038  0.00038  0.00077  0.00047  0.00154  0.00072  0.00269  0.00130  0.00423  0.00112  0.00653  0.00098  0.01345  0.00316  0.02305  0.00190  0.03804  0.00476  0.07262  0.00554  0.07646  0.00538  0.09914  0.01187  0.10567  0.00736  0.09760  0.00779  0.09606  0.00424  0.09414  0.00316  0.09299  0.00372  0.09222  0.00589  0.08338  0.00508  0.10413  0.00491  0.11066  0.00308  0.10528  0.00561  0.09376  0.00397  0.07378  0.00579  0.04111  0.00466  0.03612  0.00166  0.02190  0.00469  0.00730  0.00128  0.00576  0.00172  0.00384  0.00061  0.00077  0.00047  0.00038  0.00038  0.00000  0.00000  0.00000  0.00000  0.00038  0.00038  0.00000  0.00000  0.00000  0.00000
  275.00  0.00000  0.00000  0.00000  0.00000  0.00000  0.00000  0.00000  0.00000  0.00000  0.00000  0.00038  0.00038  0.00192  0.00086  0.00538  0.00072  0.00423  0.00239  0.01114  0.00142  0.01806  0.00421  0.03036  0.00269  0.04841  0.00273  0.06455  0.00665  0.08453  0.00547  0.09183  0.00532  0.09990  0.00440  0.10375  0.00581  0.09145  0.00844  0.09491  0.01219  0.10067  0.00837  0.09606  0.00777  0.08300  0.00515  0.09068  0.00740  0.09299  0.01099  0.07454  0.00372  0.04803  0.00239  0.03958  0.00216  0.02267  0.00367  0.01691  0.00372  0.00653  0.00156  0.00307  0.00077  0.00231  0.00094  0.00115  0.00077  0.00077  0.00047  0.00000  0.00000  0.00038  0.00038  0.00038  0.00038  0.00000  0.00000  0.00000  0.00000
  325.00  0.00000  0.00000  0.00000  0.00000  0.00000  0.00000  0.00000  0.00000  0.00077  0.00047  0.00038  0.00038  0.00231  0.00072  0.00307  0.00130  0.00384  0.00086  0.00922  0.00127  0.01652  0.00346  0.02382  0.00225  0.03881  0.00283  0.04803  0.00592  0.06724  0.00457  0.07992  0.00193  0.07301  0.00275  0.09222  0.00489  0.08876  0.00601  0.08915  0.00464  0.09952  0.00808  0.08991  0.00656  0.08415  0.00288  0.08261  0.00322  0.07147  0.00350  0.05687  0.00395  0.04150  0.00504  0.02805  0.00288  0.01768  0.00301  0.01153  0.00061  0.00384  0.00136  0.00307  0.00130  0.00115  0.00047  0.00000  0.00000  0.00038  0.00038  0.00000  0.00000  0.00000  0.00000  0.00000  0.00000  0.00000  0.00000  0.00000  0.00000
  375.00  0.00000  0.00000  0.00000  0.00000  0.00000  0.00000  0.00000  0.00000  0.00000  0.00000  0.00077  0.00047  0.00115  0.00077  0.00115  0.00077  0.00500  0.00077  0.00730  0.00094  0.01422  0.00262  0.01652  0.00239  0.02459  0.00342  0.03074  0.00242  0.05226  0.00270  0.05303  0.00377  0.06955  0.00540  0.08915  0.00509  0.08184  0.00678  0.07185  0.00475  0.08108  0.00575  0.07646  0.00269  0.06916  0.00326  0.06609  0.00532  0.05841  0.00258  0.02920  0.00282  0.02574  0.00157  0.01460  0.00276  0.01153  0.00085  0.00538  0.00196  0.00692  0.00116  0.00192  0.00086  0.00115  0.00047  0.00154  0.00094  0.00000  0.00000  0.00000  0.00000  0.00000  0.00000  0.00000  0.00000  0.00000  0.00000  0.00000  0.00000
  425.00  0.00000  0.00000  0.00000  0.00000  0.00000  0.00000  0.00000  0.00000  0.00000  0.00000  0.00000  0.00000  0.00038  0.00038  0.00154  0.00038  0.00461  0.00144  0.00461  0.00098  0.00999  0.00154  0.01076  0.00098  0.01575  0.00423  0.02997  0.00402  0.03958  0.00333  0.03766  0.00449  0.05917  0.00643  0.06571  0.00509  0.05495  0.00539  0.06878  0.00507  0.06494  0.00713  0.05264  0.00250  0.05994  0.00650  0.04765  0.00293  0.03650  0.00337  0.02882  0.00272  0.02613  0.00539  0.01306  0.00166  0.01306  0.00073  0.00538  0.00141  0.00384  0.00161  0.00538  0.00141  0.00115  0.00077  0.00000  0.00000  0.00038  0.00038  0.00000  0.00000  0.00000  0.00000  0.00000  0.00000  0.00000  0.00000  0.00000  0.00000
  475.00  0.00000  0.00000  0.00000  0.00000  0.00000  0.00000  0.00000  0.00000  0.00000  0.00000  0.00000  0.00000  0.00000  0.00000  0.00115  0.00047  0.00154  0.00094  0.00231  0.00094  0.00461  0.00098  0.01153  0.00258  0.00999  0.00128  0.02305  0.00339  0.02459  0.00237  0.03881  0.00887  0.03381  0.00146  0.04726  0.00425  0.05226  0.00216  0.04611  0.00535  0.05379  0.00474  0.05226  0.00483  0.04457  0.00222  0.03497  0.00282  0.02805  0.00315  0.02037  0.00206  0.01537  0.00341  0.01076  0.00188  0.00730  0.00128  0.00461  0.00097  0.00384  0.00061  0.00192  0.00061  0.00000  0.00000  0.00038  0.00038  0.00000  0.00000  0.00000  0.00000  0.00000  0.00000  0.00000  0.00000  0.00000  0.00000  0.00000  0.00000
