#varxz:    0.48923    0.02236
#varz:     0.05497    0.00151
#varx:     0.02689    0.00045
#vart:     0.05468    0.00092
#mult:     4.67477    0.10319
-0.975    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000
-0.925    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000
-0.875    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000
-0.825    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000
-0.775    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000
-0.725    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000
-0.675    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000
-0.625    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000
-0.575    0.02587    0.02597    0.00326    0.00065    0.00652    0.00130   -0.69896    0.13979   -0.02292    0.00458
-0.525    0.23286    0.10369    0.01381    0.00358    0.02779    0.00721    0.02879    0.02840    0.26790    0.17294
-0.475    0.57180    0.13923    0.01334    0.00238    0.02694    0.00484   -0.47627    0.09145    0.15205    0.06833
-0.425    2.13972    0.32489    0.01189    0.00084    0.02396    0.00170   -0.32958    0.05223    0.03748    0.09113
-0.375    3.63519    0.25031    0.01400    0.00185    0.02823    0.00374   -0.30607    0.05999   -0.08938    0.06850
-0.325    4.94955    0.45238    0.01820    0.00140    0.03682    0.00286   -0.27463    0.04599   -0.00408    0.05421
-0.275    6.78913    0.35729    0.02019    0.00049    0.04086    0.00101   -0.17248    0.06760   -0.03576    0.03240
-0.225    6.67270    0.42517    0.02819    0.00201    0.05724    0.00413   -0.05968    0.04989   -0.00305    0.04285
-0.175    5.83700    0.47414    0.03267    0.00126    0.06641    0.00261   -0.09653    0.02532   -0.13770    0.06705
-0.125    5.79560    0.56894    0.03542    0.00180    0.07220    0.00375   -0.15782    0.05320   -0.04451    0.03289
-0.075    5.56016    0.44260    0.03931    0.00279    0.08026    0.00575    0.01074    0.04999   -0.07350    0.03842
-0.025    5.93014    0.36339    0.03845    0.00145    0.07859    0.00298   -0.02006    0.04285   -0.06207    0.06664
 0.025    5.29884    0.24339    0.03764    0.00270    0.07681    0.00553    0.02370    0.07320    0.01052    0.02954
 0.075    5.85252    0.32317    0.03520    0.00144    0.07179    0.00292    0.05057    0.06946   -0.08828    0.04239
 0.125    6.17853    0.34707    0.03220    0.00174    0.06565    0.00362    0.06331    0.04417   -0.04228    0.04825
 0.175    4.99094    0.58933    0.02524    0.00190    0.05117    0.00390    0.10807    0.04185   -0.02603    0.03849
 0.225    7.30918    0.28069    0.02393    0.00128    0.04851    0.00262    0.16609    0.03726    0.02730    0.02158
 0.275    6.15265    0.47690    0.02099    0.00126    0.04251    0.00255    0.19019    0.01679   -0.00640    0.05126
 0.325    4.79431    0.26153    0.01565    0.00117    0.03162    0.00239    0.24514    0.03802   -0.03341    0.05633
 0.375    2.84347    0.21117    0.01294    0.00121    0.02609    0.00244    0.33598    0.05651    0.03438    0.06619
 0.425    1.51358    0.18874    0.01218    0.00265    0.02461    0.00542    0.22885    0.11831   -0.10581    0.08954
 0.475    0.36999    0.16783    0.00793    0.00195    0.01597    0.00393    0.47498    0.26001   -0.18739    0.18760
 0.525    0.02587    0.02597    0.03515    0.00703    0.07114    0.01423    0.71791    0.14358    0.03078    0.00616
 0.575    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000
 0.625    0.02587    0.02597    0.03323    0.00665    0.06721    0.01344    0.70067    0.14013   -0.01814    0.00363
 0.675    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000
 0.725    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000
 0.775    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000
 0.825    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000
 0.875    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000
 0.925    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000
 0.975    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000
